COSERO_LamaH_daily                                 10:58 21 06 2021
NB_	IZ_	NZ_	TONZ_	Div_TONZ	QDIV_LT_	QDIV_UT_	QDIV_RATIO_	X_COORD	Y_COORD	WATERBODY_	DFZON_	ELEV_	NC_	ETSLPCOR_	CTMAX_	CTMIN_	NVAR_	RAINTRT_	SNOWCOR_	SNOWTRT_	THRT_	M_	FK_	PWP_	KBF_	BETA_	FKFAK_	H1_	H2_	TAB1_	TAB2_	TVS1_	TVS2_	TAB4_	TAB3_	TAB5_	PCor1_	PCor2_	PCor3_	PCor4_	PCor5_	PCor6_	PCor7_	PCor8_	PCor9_	PCor10_	PCor11_	PCor12_	TCor1_	TCor2_	TCor3_	TCor4_	TCor5_	TCor6_	TCor7_	TCor8_	TCor9_	TCor10_	TCor11_	TCor12_	TMMon1_	TMMon2_	TMMon3_	TMMon4_	TMMon5_	TMMon6_	TMMon7_	TMMon8_	TMMon9_	TMMon10_	TMMon11_	TMMon12_	INTMAX1_	INTMAX2_	INTMAX3_	INTMAX4_	INTMAX5_	INTMAX6_	INTMAX7_	INTMAX8_	INTMAX9_	INTMAX10_	INTMAX11_	INTMAX12_	ETVEGCOR1_	ETVEGCOR2_	ETVEGCOR3_	ETVEGCOR4_	ETVEGCOR5_	ETVEGCOR6_	ETVEGCOR7_	ETVEGCOR8_	ETVEGCOR9_	ETVEGCOR10_	ETVEGCOR11_	ETVEGCOR12_	DAYSDRY1_	DAYSDRY2_	DAYSDRY3_	DAYSDRY4_	DAYSDRY5_	DAYSDRY6_	DAYSDRY7_	DAYSDRY8_	DAYSDRY9_	DAYSDRY10_	DAYSDRY11_	DAYSDRY12_	DAYSWET1_	DAYSWET2_	DAYSWET3_	DAYSWET4_	DAYSWET5_	DAYSWET6_	DAYSWET7_	DAYSWET8_	DAYSWET9_	DAYSWET10_	DAYSWET11_	DAYSWET12_	ETSYSCOR1_	ETSYSCOR2_	ETSYSCOR3_	ETSYSCOR4_	ETSYSCOR5_	ETSYSCOR6_	ETSYSCOR7_	ETSYSCOR8_	ETSYSCOR9_	ETSYSCOR10_	ETSYSCOR11_	ETSYSCOR12_	KMELTRINI_	KSHINI_	KSWINI_	TSOILINI_	BW0INI_	BW1INI_	BW2INI_	BW3INI_	BW4INI_	BAREGR_	CTNeg_	CTRed_	DWHCAP_	EVPNS_	EVPSNO_	NSRHOMAX_	PEX2_	PEX3_	SETCON_	SNOWDET_	SOILTYPE_	SRHOMAX_	TSOILMAX_	TSOILMIN_	TVAR_	UADJ_	WHCAP_	SPARE1_	SPARE2_	SPARE3_	GLAC_CT_	GLAC_GLFAKT_	GLAC_ICECOV_	GLAC_TAB_
432	1	432	590	590	0	0	0	0	0	0	19.596	607	2	1.9917	6.1232	6.4889	0.3079	0.6963	1	-1.9659	0	342.2299	1	0	9962.7373	3.4728	0.1033	1.3923	4.4816	147.4783	132.8676	67.6077	257.6419	0.2265	9854.7471	0.4337	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.43	-1.66	2.38	7.34	12.24	15.36	17.36	17.2	12.85	8.13	2.79	-1.02	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
433	1	433	591	591	0	0	0	0	0	0	221.84	571	2	1.9919	5.4323	6.9166	0.8881	1.0922	1	-1.8928	0	258.5023	1	0	9975.7295	1.6195	0.3047	2.4282	8.6398	119.9767	146.1171	217.6041	353.9263	0.6202	9988.5449	8.5791	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.57	-1.68	2.42	7.54	12.49	15.63	17.66	17.46	13.02	8.18	2.84	-1.15	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
434	1	434	591	591	0	0	0	0	0	0	167.176	559	2	1.9846	5.6525	6.813	0.2991	0.9483	1	-0.6042	0	212.7872	1	0	9998.376	1.3466	0.17	2.5698	3.9691	29.8306	151.2569	40.9451	330.4278	2.8002	9870.0547	7.4875	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.43	-1.5	2.59	7.7	12.63	15.81	17.86	17.65	13.17	8.27	2.92	-1.05	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
435	1	435	734	734	0	0	0	0	0	0	566.36	442	2	1.9949	5.1483	5.0734	0.0143	0.1978	1	0.3585	0	194.8967	1	0	9953.7148	5.9852	0.1044	1.3122	9.2029	163.0112	94.4845	142.5357	154.7466	8.3421	9810.7773	7.1937	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.67	-0.56	3.48	8.56	13.5	16.8	18.91	18.67	14.09	9.04	3.68	-0.36	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
436	1	436	835	835	0	0	0	0	0	0	27.455	436	4	1.7305	6.498	2.4926	9.9817	0.7277	1	-1.5742	0	367.0195	1	0	9957.1621	2.8874	0.6949	3.5754	17.9598	7.5658	189.6616	186.5013	956.7834	5.7459	9789.2451	6.1322	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.6	-0.26	3.7	8.87	13.9	17.21	19.28	19.1	14.47	9.58	4.33	-0.08	1	1	1	2	3	4.5	4.5	4.5	4	3	1	1	0.6	0.6	0.6	0.6	0.9	1.2	1.2	1.2	1	0.6	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
437	1	437	592	682	0	59	0.833	0	0	0	434.012	1861	3	0.5166	4.8047	4.9313	1.8381	2.8579	1	-1.9883	0	251.5325	1	0	2716.3276	0.5822	0.9996	8.9194	48.1948	89.6637	446.5455	37.6961	832.3765	0.2014	6972.9111	0.1279	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-9.73	-8.02	-4.12	-0.66	3.58	7.6	10.27	10.13	6.62	2.73	-3.98	-8.69	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
438	1	438	787	787	0	0	0	0	0	0	10.241	436	2	0.5074	1.0102	2.5285	9.7936	1.252	1	-1.9105	0	498.2056	1	0	1033.48	0.1653	0.9767	16.5792	41.8776	1.9558	493.7875	17.9988	473.4275	0.0602	1349.3735	12.3118	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.74	-1.44	2.59	6.44	11.36	14.83	16.85	16.5	12.86	8.87	2.61	-1.5	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.4	0.4	0.4	0.5	0.65	0.95	0.95	0.95	0.9	0.85	0.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
439	1	439	593	593	0	0	0	0	0	0	45.823	584	1	1.4561	6.7262	6.9292	1.5225	0.0108	1	-1.9792	0	25.5686	1	0	7683.9121	9.7175	0.4928	6.8004	12.2041	1.4629	175.2808	21.4628	143.8102	4.9327	1773.7788	3.1443	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.69	-1.57	2.32	6.2	11.18	14.71	16.74	16.43	12.7	8.66	2.51	-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.7	0.7	0.75	0.8	0.9	0.9	0.9	0.8	0.75	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
440	1	440	593	593	0	0	0	0	0	0	68.357	542	1	1.9994	6.1312	6.1423	4.2333	0.0548	1	-1.9195	0	498.5722	1	0	9953.0186	0.6954	0.1502	3.041	2.6187	14.0948	107.0854	20.5088	45.5378	5.0423	3057.9736	1.6574	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.68	-1.42	2.57	6.47	11.42	14.9	16.92	16.57	12.87	8.84	2.61	-1.42	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.7	0.7	0.75	0.8	0.9	0.9	0.9	0.8	0.75	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
441	1	441	594	594	0	0	0	0	0	0	106.663	1487	3	0.5167	6.9048	6.9589	2.9046	0.0292	1	-1.9172	0	36.234	1	0	1008.2659	2.3967	0.7414	1.2455	46.7695	31.5582	301.0779	32.5651	823.198	0.158	5764.1348	0.1483	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-6.48	-5.23	-1.73	1.4	5.99	10.23	12.53	12.33	8.83	5.07	-1.36	-5.44	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
442	1	442	595	595	0	0	0	0	0	0	65.126	1221	3	0.508	3.6662	6.943	0.3241	2.9324	1	1.8521	0	81.3965	1	0	1007.3435	9.9263	0.9977	1.2611	0.044	8.7474	4.6409	393.144	967.4814	0.1611	41.7959	0.3011	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-4.59	-3.5	0.08	3.48	8.55	12.38	14.48	14.24	10.61	6.76	0.43	-3.39	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
443	1	443	596	596	0	0	0	0	0	0	58.829	1953	3	0.6264	6.9334	6.943	1.1492	3.9518	1	1.8441	0	104.6718	1	0	4840.8706	0.1815	0.1555	4.5416	13.0335	28.5731	268.7396	25.1662	297.6492	0.176	1444.6382	0.1273	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-7.96	-6.41	-2.63	0.65	4.98	9.24	11.72	11.52	7.98	4.12	-2.55	-6.94	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
444	1	444	755	755	0	0	0	0	0	0	85.761	1156	3	1.6053	6.392	6.881	8.9421	0.0303	1	-1.9007	0	92.8353	1	0	1424.0615	5.3754	0.1151	2.052	25.4872	67.1792	32.6358	46.3676	60.78	0.0667	3964.2891	0.1865	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-4.97	-3.82	-0.06	3.67	8.59	12.26	14.35	14.07	10.44	6.51	0.35	-3.62	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
445	1	445	597	682	0	11.2	0.3005	0	0	0	287.029	2187	3	1.4765	6.9809	6.966	1.6648	0.4489	1	-1.9842	0	454.0535	1	0	1260.1748	0.507	0.1358	1.1324	38.7991	105.6319	480.0157	128.3628	8.0234	0.1317	9855.7832	0.0721	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-10.91	-9.23	-5.4	-1.81	2.24	6.05	8.92	8.87	5.28	1.34	-5.42	-9.98	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
446	1	446	598	598	0	0	0	0	0	0	86.506	2858	8	0.5115	6.9709	6.3589	3.4683	3.9481	1	1.6583	0	487.0859	1	0	6163.9434	1.9756	0.6588	1.186	26.7456	30.3188	477.421	40.8382	157.4733	2.0303	360.9365	1.3363	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-13.74	-12.57	-9	-5.32	-0.96	2.96	5.56	5.48	2.07	-1.68	-8.24	-12.67	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.65	0.65	0.65	0.7	0.75	0.75	0.75	0.7	0.65	0.65	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0.28	2
447	1	447	599	599	0	0	0	0	0	0	41.193	1572	5	1.9938	4.7422	6.4021	0.0292	3.4059	1	-0.6174	0	119.1129	1	0	9992.251	9.9449	0.1083	19.7938	7.4991	85.2661	41.4934	48.0442	16.043	0.1794	9759.9883	0.2546	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-8.33	-7	-3.2	0.22	4.33	8.59	11.24	11.05	7.24	3	-3.26	-7.49	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
448	1	448	686	686	0	52	0.8664	0	0	0	201.964	2252	7	0.5163	5.0357	4.4697	2.5573	0.4361	1	-1.9416	0	10.4512	1	0	1133.5518	9.9388	0.9983	1.0921	4.3073	28.387	9.1376	18.5025	9.7578	0.074	9995.4297	0.0637	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-10.02	-8.83	-5.45	-2.15	1.91	5.99	8.72	8.62	5.05	1.23	-4.79	-9.11	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.65	0.65	0.65	0.7	0.75	0.75	0.75	0.7	0.65	0.65	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
449	1	449	600	600	0	0	0	0	0	0	140.617	1960	3	1.9919	6.9956	6.9972	0.1342	0.0045	1	-1.995	0	295.8623	1	0	9992.7793	1.9186	0.103	1.2808	45.8954	196.3774	430.7279	24.5565	17.7291	0.2349	9986.6328	0.2799	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-8.69	-7.31	-3.73	-0.36	3.9	8.13	10.66	10.51	6.85	2.86	-3.43	-7.74	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
450	1	450	838	838	0	0	0	0	0	0	244.41	1215	5	1.9516	6.9281	6.8518	2.0469	0.118	1	-1.9912	0	114.0508	1	0	9998.4102	5.5206	0.951	1.3309	2.3395	38.9456	209.063	44.8745	8.5343	0.1046	3629.1514	0.3253	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.51	-3.95	-0.34	3.15	8.49	12.12	14.14	13.93	10.32	6.38	0.07	-4.34	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
451	1	451	838	838	0	0	0	0	0	0	105.316	993	3	1.9841	6.9614	6.9467	0.4123	0.0099	1	-1.9866	0	139.7472	1	0	9952.6416	8.7913	0.3373	1.2315	9.6513	85.511	464.509	33.0628	34.6254	0.1991	9846.9121	0.139	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.57	-3.94	-0.26	3.22	8.39	12.17	14.23	14	10.31	6.29	-0.17	-4.53	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
452	1	452	842	842	0	1.4	0.4587	0	0	0	72.653	1052	5	1.3895	6.9434	6.7844	1.1727	0.1163	1	-1.9872	0	132.1683	1	0	9994.6719	4.1967	0.985	5.3742	33.7017	43.7442	499.7783	21.1587	290.9547	0.5168	4518.9277	0.4355	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.16	-3.47	0.23	3.8	9.13	12.78	14.8	14.56	10.83	6.75	0.3	-4.11	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
453	1	453	842	842	0	0	0	0	0	0	33.414	915	3	2	7	7	0	0	1	-2	0	215.5034	1	0	9946.9297	10	0.1606	20	45.2003	200	25.0754	1	457.2744	1.9801	10000	0.1462	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-4.46	-2.87	0.81	4.54	10.07	13.49	15.47	15.24	11.46	7.35	1.04	-3.39	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
454	1	454	601	601	0	0	0	0	0	0	70.063	1033	5	1.9911	6.895	6.9602	2.0254	0.0234	1	-1.8618	0	487.4055	1	0	9975.5557	0.4562	0.1349	1.0537	4.0471	34.9786	244.3125	19.3615	199.5747	0.8611	9856.541	0.9557	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-5.6	-3.97	-0.35	3.14	8.34	12.11	14.16	13.95	10.26	6.24	-0.18	-4.56	3.5	3.5	3.5	3.7	3.8	4	4	4	4	3.8	3.5	3.5	0.8	0.8	0.8	0.8	1	1.05	1.05	1.05	1	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
455	1	455	760	760	0	0	0	0	0	0	62.442	941	3	1.9993	6.9857	6.8896	0.3626	0.0163	1	-1.9525	0	77.5808	1	0	9103.8174	5.6435	0.3476	7.2936	46.0091	18.9634	3.4677	38.1833	127.5936	3.4683	5070.9082	0.264	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-4.65	-3.04	0.61	4.29	9.8	13.28	15.27	15.04	11.28	7.18	0.86	-3.59	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
456	1	456	602	602	0	0	0	0	0	0	59.911	2134	7	0.5051	6.3898	6.5086	3.2726	2.8525	1	-1.9906	0	496.4645	1	0	1590.9395	0.4802	0.9992	1.1812	0.753	14.9302	476.5712	39.7607	238.5848	0.1784	2495.625	0.064	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-9.96	-8.79	-5.33	-1.9	2.22	6.25	8.95	8.89	5.24	1.33	-4.79	-9.02	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.65	0.65	0.65	0.7	0.75	0.75	0.75	0.7	0.65	0.65	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
457	1	457	769	603	0	1.8	0.263	0	0	0	101.415	1730	3	1.1292	6.9506	6.9539	0.6562	0.0574	1	-1.9948	0	98.2962	1	0	1758.4614	2.0857	0.8923	1.1189	12.3266	195.8732	339.2583	48.5915	12.9547	0.1061	2661.7319	0.0864	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-8.09	-6.81	-3.12	0.41	4.66	8.92	11.44	11.32	7.51	3.36	-2.8	-7.03	0	0	0	0.3	0.7	1	1	1	1	0.5	0	0	0.5	0.5	0.6	0.8	0.9	1	1	1	0.9	0.85	0.7	0.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	0.7	1	2	3	0	0	1	0.7	0	0.7	0.3	0.3	9999	9999	0.2	1	1	0.45	15	-5	0	2	0.05	1	1	1	0.5	1	0	2
